,id,retweet_count,favorite_count
948,750506206503038976,1223,4646
949,750429297815552001,4587,13790
950,750383411068534784,1216,4764
951,750381685133418496,30,726
952,750147208377409536,1025,3250
953,750132105863102464,1362,3805
954,750117059602808832,1383,4529
955,750101899009982464,899,3176
956,750086836815486976,576,2273
957,750071704093859840,3566,8216
958,750056684286914561,955,3289
959,750041628174217216,657,3315
960,750026558547456000,838,2832
961,750011400160841729,967,3394
962,749996283729883136,862,3180
963,749981277374128128,2610,5340
964,749774190421639168,1400,4868
965,749417653287129088,1769,6370
966,749403093750648834,578,2744
967,749395845976588288,3686,8983
968,749317047558017024,2355,5727
969,749075273010798592,2206,6013
970,749064354620928000,1614,4995
971,749036806121881602,833,3246
972,748977405889503236,3623,11212
973,748932637671223296,2406,6099
974,748705597323898880,1008,2888
975,748699167502000129,1698,4940
976,748692773788876800,1410,4426
977,748575535303884801,2105,6334
978,748568946752774144,711,2285
979,748346686624440324,1318,5454
980,748337862848962560,4382,8010
981,748324050481647620,815,3862
982,748307329658011649,756,3832
983,748220828303695873,8289,14759
984,747963614829678593,2274,6031
985,747933425676525569,2711,6909
986,747885874273214464,1046,3073
987,747844099428986880,795,2933
988,747816857231626240,1233,5050
989,747651430853525504,164,1441
990,747648653817413632,6208,13466
991,747600769478692864,583,2422
992,747594051852075008,1116,3848
993,747512671126323200,1685,5772
994,747461612269887489,1092,4029
995,747439450712596480,2045,5655
996,747242308580548608,3053,0
997,747219827526344708,1676,5515
998,747204161125646336,975,3523
999,747103485104099331,4234,9983
1000,746906459439529985,313,3005
1001,746872823977771008,2280,6252
1002,746818907684614144,1829,5533
1003,746790600704425984,1688,5077
1004,746757706116112384,4146,9979
1005,746726898085036033,1901,6286
1006,746542875601690625,1984,5248
1007,746521445350707200,1041,0
1008,746507379341139972,1147,4834
1009,746369468511756288,1742,6429
1010,746131877086527488,2338,7191
1011,746056683365994496,862,3690
1012,745789745784041472,1130,4191
1013,745712589599014916,2463,7272
1014,745433870967832576,2691,7388
1015,745422732645535745,2571,8942
1016,745314880350101504,2943,7478
1017,745074613265149952,3738,8149
1018,745057283344719872,2411,7527
1019,744995568523612160,658,3093
1020,744971049620602880,2857,8200
1021,744709971296780288,1648,5822
1022,744334592493166593,2257,7042
1023,744234799360020481,82894,162992
1024,744223424764059648,392,1752
1025,743980027717509120,1152,4325
1026,743895849529389061,1013,3784
1027,743835915802583040,2203,0
1028,743609206067040256,1456,4656
1029,743595368194129920,6954,19180
1030,743545585370791937,987,3664
1031,743510151680958465,3922,8231
1032,743253157753532416,1290,4402
1033,743222593470234624,2010,6445
1034,743210557239623680,1444,3998
1035,742534281772302336,3757,7337
1036,742528092657332225,2112,4606
1037,742465774154047488,4120,7553
1038,742423170473463808,4007,10223
1039,742385895052087300,2098,7072
1040,742161199639494656,1457,4511
1041,742150209887731712,1645,5338
1042,741793263812808706,1592,4738
1043,741743634094141440,2919,8503
1044,741438259667034112,878,3815
1045,741303864243200000,3409,9123
1046,741099773336379392,5868,10419
1047,741067306818797568,3266,9830
1048,740995100998766593,2930,6640
1049,740711788199743490,988,3540
1050,740699697422163968,824,2953
1051,740676976021798912,7176,18870
1052,740373189193256964,14060,36177
1053,740365076218183684,455,2571
1054,740359016048689152,903,3428
1055,740214038584557568,2076,6945
1056,739979191639244800,6258,20760
1057,739932936087216128,1137,4208
1058,739844404073074688,902,3943
1059,739623569819336705,1439,3948
1060,739606147276148736,1750,5583
1061,739544079319588864,22620,41210
1062,739485634323156992,3102,7464
1063,739238157791694849,61380,120427
1064,738891149612572673,6,112
1065,738885046782832640,1205,3916
1066,738883359779196928,855,3457
1067,738537504001953792,1640,5293
1068,738402415918125056,885,3377
1069,738184450748633089,1273,4477
1070,738166403467907072,3592,9137
1071,738156290900254721,690,2621
1072,737826014890496000,1856,5479
1073,737800304142471168,3652,10376
1074,737678689543020544,1403,5230
1075,737445876994609152,4709,10676
1076,737322739594330112,854,3747
1077,737310737551491075,7841,15255
1078,736736130620620800,1833,4467
1079,736392552031657984,7829,18424
1080,736365877722001409,1319,4132
1081,736225175608430592,2923,8439
1082,736010884653420544,3140,8186
1083,735991953473572864,1216,3733
1084,735648611367784448,1161,4153
1085,735635087207878657,2473,6411
1086,735274964362878976,5356,13507
1087,735256018284875776,936,3465
1088,735137028879360001,1024,3239
1089,734912297295085568,546,2843
1090,734787690684657664,6649,13032
1091,734776360183431168,571,2607
1092,734559631394082816,418,1548
1093,733828123016450049,821,3717
1094,733822306246479872,1064,3795
1095,733482008106668032,994,3264
1096,733460102733135873,1345,4357
1097,733109485275860992,17736,51080
1098,732732193018155009,561,2527
1099,732726085725589504,928,3662
1100,732585889486888962,815,3812
1101,732375214819057664,2658,8390
1102,732005617171337216,5749,15480
1103,731285275100512256,1033,3619
1104,731156023742988288,1342,3974
1105,730924654643314689,2086,6356
1106,730573383004487680,2265,5088
1107,730427201120833536,1102,3592
1108,730211855403241472,1112,3968
1109,730196704625098752,2027,5047
1110,729854734790754305,1186,4187
1111,729838605770891264,406,1767
1112,729823566028484608,1305,4137
1113,729463711119904772,2439,6015
1114,729113531270991872,345,1956
1115,728986383096946689,861,3270
1116,728760639972315136,1795,4845
1117,728751179681943552,711,2872
1118,728653952833728512,1088,3424
1119,728409960103686147,2108,5084
1120,728387165835677696,1009,3802
1121,728046963732717569,1240,4462
1122,728035342121635841,1755,4717
1123,728015554473250816,1158,4247
1124,727685679342333952,666,3042
1125,727644517743104000,1836,6109
1126,727524757080539137,1283,4635
1127,727314416056803329,788,3455
1128,727286334147182592,859,3148
1129,727175381690781696,1450,4025
1130,727155742655025152,1399,3773
1131,726935089318363137,2580,7134
1132,726887082820554753,1586,3970
1133,726828223124897792,1050,3680
1134,726224900189511680,1205,4570
1135,725842289046749185,2789,7297
1136,725786712245440512,1431,4312
1137,725729321944506368,1878,5372
1138,725458796924002305,654,1457
1139,724983749226668032,1369,3842
1140,724771698126512129,675,2457
1141,724405726123311104,1728,5484
1142,724049859469295616,1861,4473
1143,724046343203856385,591,2749
1144,724004602748780546,1651,4335
1145,723912936180330496,1291,4031
1146,723688335806480385,3130,7961
1147,723673163800948736,939,3130
1148,723179728551723008,1973,5469
1149,722974582966214656,1648,4246
1150,722613351520608256,1721,5135
1151,721503162398597120,1973,4818
1152,721001180231503872,646,2616
1153,720785406564900865,805,3224
1154,720775346191278080,712,2570
1155,720415127506415616,1578,4284
1156,720389942216527872,2643,6618
1157,720340705894408192,1029,2967
1158,720059472081784833,1179,4027
1159,720043174954147842,2108,5082
1160,719991154352222208,1833,5002
1161,719704490224398336,1521,4711
1162,719551379208073216,2029,5234
1163,719367763014393856,779,2889
1164,719339463458033665,1314,4560
1165,719332531645071360,1003,3537
1166,718971898235854848,1151,3610
1167,718939241951195136,1852,5416
1168,718631497683582976,8477,19532
1169,718613305783398402,505,2519
1170,718540630683709445,1067,2560
1171,718460005985447936,551,2792
1172,718454725339934721,1587,5036
1173,718246886998687744,524,1997
1174,718234618122661888,1058,4008
1175,717841801130979328,622,2537
1176,717790033953034240,1185,2985
1177,717537687239008257,1933,5950
1178,717428917016076293,474,1661
1179,717421804990701568,881,3260
1180,717047459982213120,2012,6486
1181,717009362452090881,1023,3385
1182,716802964044845056,1241,4438
1183,716791146589110272,1509,6204
1184,716730379797970944,451,1277
1185,716447146686459905,6205,13532
1186,716439118184652801,221,2445
1187,716285507865542656,1138,2881
1188,716080869887381504,2016,6963
1189,715928423106027520,919,3295
1190,715758151270801409,1501,3858
1191,715733265223708672,1772,4835
1192,715704790270025728,595,2891
1193,715696743237730304,1353,4039
1194,715680795826982913,1704,4480
1195,715360349751484417,1654,5664
1196,715342466308784130,719,3140
1197,715220193576927233,687,2504
1198,715200624753819648,1983,5303
1199,715009755312439296,1297,4313
1200,714982300363173890,1083,3886
1201,714962719905021952,4492,7622
1202,714957620017307648,1489,4277
1203,714631576617938945,1056,3382
1204,714606013974974464,971,3756
1205,714485234495041536,1221,2807
1206,714258258790387713,753,3136
1207,714251586676113411,880,3386
1208,714214115368108032,922,2354
1209,714141408463036416,1478,4468
1210,713919462244790272,815,3396
1211,713909862279876608,569,1984
1212,713900603437621249,775,2942
1213,713761197720473600,1447,5057
1214,713411074226274305,1361,4575
1215,713177543487135744,2969,7464
1216,713175907180089344,1531,4614
1217,712809025985978368,7073,19228
1218,712717840512598017,5259,12802
1219,712668654853337088,1278,4308
1220,712438159032893441,1646,5515
1221,712309440758808576,25,252
1222,712097430750289920,1091,3932
1223,712092745624633345,941,3048
1224,712085617388212225,509,3369
1225,712065007010385924,660,2347
1226,711998809858043904,131,0
1227,711968124745228288,2437,8359
1228,711743778164514816,1034,2946
1229,711732680602345472,4343,9211
1230,711694788429553666,19258,34041
1231,711652651650457602,966,4010
1232,711363825979756544,1190,3800
1233,711306686208872448,769,3435
1234,711008018775851008,646,3104
1235,710997087345876993,1460,4724
1236,710844581445812225,726,2641
1237,710833117892898816,564,2790
1238,710658690886586372,591,2392
1239,710609963652087808,2482,4969
1240,710588934686908417,1970,4710
1241,710296729921429505,777,2455
1242,710283270106132480,542,2218
1243,710272297844797440,1319,4705
1244,710269109699739648,1185,2489
1245,710153181850935296,940,3015
1246,710140971284037632,933,2868
1247,710117014656950272,2101,5705
1248,709918798883774466,1120,3099
1249,709901256215666688,105,698
1250,709852847387627521,1259,3641
1251,709566166965075968,1267,3675
1252,709556954897764353,1116,3415
1253,709519240576036864,247,1542
1254,709449600415961088,609,2318
1255,709409458133323776,725,2712
1256,709225125749587968,601,2499
1257,709207347839836162,6157,13055
1258,709198395643068416,673,2513
1259,709179584944730112,703,2082
1260,709158332880297985,440,2117
1261,709042156699303936,1724,4937
1262,708853462201716736,691,1857
1263,708845821941387268,945,3095
1264,708834316713893888,531,1754
1265,708810915978854401,7311,17107
1266,708738143638450176,862,2846
1267,708711088997666817,758,2647
1268,708479650088034305,707,2645
1269,708469915515297792,863,3206
1270,708400866336894977,10668,16606
1271,708356463048204288,1400,3737
1272,708349470027751425,775,2435
1273,708149363256774660,1615,4437
1274,708130923141795840,880,3519
1275,708119489313951744,1028,2780
1276,708109389455101952,569,2001
1277,708026248782585858,2016,4525
1278,707995814724026368,1180,3252
1279,707983188426153984,2,51
1280,707969809498152960,1019,2807
1281,707776935007539200,997,3410
1282,707741517457260545,645,2592
1283,707738799544082433,2611,4252
1284,707693576495472641,1055,3567
1285,707629649552134146,928,2672
1286,707610948723478529,6747,17599
1287,707420581654872064,729,2361
1288,707411934438625280,624,2373
1289,707387676719185920,1364,3637
1290,707377100785885184,1138,3404
1291,707315916783140866,675,2569
1292,707297311098011648,831,2879
1293,707059547140169728,712,2681
1294,707038192327901184,834,2272
1295,707021089608753152,1440,4229
1296,707014260413456384,623,2392
1297,706904523814649856,8257,15143
1298,706901761596989440,629,2142
1299,706681918348251136,1019,3455
1300,706644897839910912,1155,2676
1301,706593038911545345,661,2235
1302,706538006853918722,1487,3592
1303,706516534877929472,1090,3216
1304,706346369204748288,969,3577
1305,706310011488698368,8414,22177
1306,706291001778950144,492,1765
1307,706265994973601792,970,2835
1308,706169069255446529,2344,4050
1309,706166467411222528,1693,5339
1310,706153300320784384,402,1541
1311,705975130514706432,772,3224
1312,705970349788291072,936,3255
1313,705898680587526145,585,2467
1314,705786532653883392,552,2019
1315,705591895322394625,1216,3294
1316,705475953783398401,968,3061
1317,705442520700944385,1729,4616
1318,705428427625635840,1774,3962
1319,705239209544720384,784,3110
1320,705223444686888960,848,2673
1321,705102439679201280,537,2238
1322,705066031337840642,635,2254
1323,704871453724954624,1170,4431
1324,704859558691414016,573,2338
1325,704847917308362754,1617,5297
1326,704819833553219584,1044,2740
1327,704761120771465216,3053,6883
1328,704499785726889984,1053,3041
1329,704491224099647488,84,793
1330,704480331685040129,1114,3527
1331,704364645503647744,3742,8326
1332,704347321748819968,364,1654
1333,704134088924532736,493,1565
1334,704113298707505153,594,1923
1335,704054845121142784,956,3033
1336,703774238772166656,489,1908
1337,703769065844768768,1200,3412
1338,703631701117943808,723,2698
1339,703611486317502464,1593,4009
1340,703425003149250560,1452,3941
1341,703407252292673536,733,2544
1342,703382836347330562,1192,3643
1343,703356393781329922,405,1988
1344,703268521220972544,571,2041
1345,703079050210877440,3270,7693
1346,703041949650034688,13229,27378
1347,702932127499816960,760,2694
1348,702899151802126337,478,1675
1349,702684942141153280,1140,3349
1350,702671118226825216,592,2286
1351,702598099714314240,3617,12659
1352,702539513671897089,1009,2987
1353,702332542343577600,1646,3316
1354,702321140488925184,1087,3409
1355,702276748847800320,806,2568
1356,702217446468493312,1407,4989
1357,701981390485725185,1048,3584
1358,701952816642965504,1078,3972
1359,701889187134500865,1452,3685
1360,701805642395348998,1783,3563
1361,701601587219795968,481,2170
1362,701570477911896070,983,2926
1363,701545186879471618,645,2761
1364,701214700881756160,5396,12681
1365,700890391244103680,606,2300
1366,700864154249383937,647,2688
1367,700847567345688576,528,2522
1368,700796979434098688,1009,2532
1369,700747788515020802,9862,23759
1370,700518061187723268,847,2741
1371,700505138482569216,599,2377
1372,700462010979500032,1898,4303
1373,700167517596164096,784,2745
1374,700151421916807169,700,2321
1375,700143752053182464,2889,7830
1376,700062718104104960,731,2754
1377,700029284593901568,615,2154
1378,700002074055016451,1416,3443
1379,699801817392291840,1011,3189
1380,699788877217865730,525,2322
1381,699779630832685056,1314,2874
1382,699775878809702401,639,2031
1383,699691744225525762,4851,10655
1384,699446877801091073,2753,6182
1385,699434518667751424,535,2250
1386,699423671849451520,349,1426
1387,699413908797464576,648,2153
1388,699370870310113280,460,1958
1389,699323444782047232,912,3288
1390,699088579889332224,665,2331
1391,699079609774645248,691,2549
1392,699072405256409088,1254,3130
1393,699060279947165696,1903,3928
1394,699036661657767936,1261,2711
1395,698989035503689728,1038,3505
1396,698953797952008193,956,2809
1397,698907974262222848,658,2641
1398,698710712454139905,719,2572
1399,698703483621523456,401,1510
1400,698635131305795584,358,1340
1401,698549713696649216,651,2418
1402,698355670425473025,478,1944
1403,698342080612007937,999,2350
1404,698262614669991936,2123,4936
1405,698195409219559425,6283,17430
1406,698178924120031232,786,2918
1407,697995514407682048,353,1590
1408,697990423684476929,1369,3418
1409,697943111201378304,724,2494
1410,697881462549430272,1258,3141
1411,697630435728322560,568,1821
1412,697616773278015490,1068,3283
1413,697596423848730625,1329,3154
1414,697575480820686848,524,2121
1415,697516214579523584,1191,2156
1416,697482927769255936,710,2515
1417,697463031882764288,1458,3542
1418,697270446429966336,1965,4859
1419,697259378236399616,1050,3423
1420,697255105972801536,1222,3144
1421,697242256848379904,703,2614
1422,696900204696625153,1078,3312
1423,696894894812565505,709,2430
1424,696886256886657024,1900,5039
1425,696877980375769088,746,2534
1426,696754882863349760,377,1539
1427,696744641916489729,987,2149
1428,696713835009417216,679,2465
1429,696518437233913856,1793,4051
1430,696490539101908992,152,1269
1431,696488710901260288,1085,2645
1432,696405997980676096,1204,3347
1433,696100768806522880,701,2015
1434,695816827381944320,1230,3129
1435,695794761660297217,820,3310
1436,695767669421768709,789,1947
1437,695629776980148225,2217,4750
1438,695446424020918272,1911,4553
1439,695409464418041856,3768,9000
1440,695314793360662529,1547,3781
1441,695095422348574720,649,2745
1442,695074328191332352,1170,2962
1443,695064344191721472,635,1673
1444,695051054296211456,831,2769
1445,694925794720792577,963,2805
1446,694905863685980160,981,2860
1447,694669722378485760,15262,37175
1448,694356675654983680,302,1569
1449,694352839993344000,656,2130
1450,694342028726001664,509,1637
1451,694329668942569472,526,2089
1452,694206574471057408,2140,4353
1453,694183373896572928,982,3068
1454,694001791655137281,1087,3536
1455,693993230313091072,427,1947
1456,693942351086120961,387,1803
1457,693647888581312512,625,2809
1458,693644216740769793,132,1397
1459,693642232151285760,434,2639
1460,693629975228977152,839,2553
1461,693622659251335168,389,1606
1462,693590843962331137,2086,5264
1463,693582294167244802,270,1712
1464,693486665285931008,667,1853
1465,693280720173801472,1305,3501
1466,693267061318012928,860,2485
1467,693262851218264065,527,2324
1468,693231807727280129,773,2985
1469,693155686491000832,3387,8191
1470,693109034023534592,648,1788
1471,693095443459342336,487,1952
1472,692919143163629568,789,2768
1473,692905862751522816,924,2540
1474,692901601640583168,635,1858
1475,692894228850999298,854,2371
1476,692828166163931137,926,3004
1477,692752401762250755,3832,7102
1478,692568918515392513,1621,4529
1479,692535307825213440,1435,3322
1480,692530551048294401,441,1921
1481,692423280028966913,241,1536
1482,692417313023332352,3673,9707
1483,692187005137076224,863,2631
1484,692158366030913536,836,2236
1485,692142790915014657,415,1714
1486,692041934689402880,1348,3539
1487,692017291282812928,1006,2985
1488,691820333922455552,1755,4106
1489,691793053716221953,4442,8441
1490,691756958957883396,1073,3010
1491,691675652215414786,531,2025
1492,691483041324204033,594,2475
1493,691459709405118465,1216,4218
1494,691444869282295808,890,2757
1495,691416866452082688,8080,20097
1496,691321916024623104,694,2676
1497,691096613310316544,933,3078
1498,691090071332753408,355,1784
1499,690989312272396288,3025,6136
1500,690959652130045952,1324,3736
1501,690938899477221376,2101,4288
1502,690932576555528194,1081,3415
1503,690735892932222976,1346,3941
1504,690728923253055490,544,2263
1505,690690673629138944,845,2418
1506,690649993829576704,293,1364
1507,690607260360429569,17,305
1508,690597161306841088,637,2045
1509,690400367696297985,477,1952
1510,690374419777196032,907,3399
1511,690360449368465409,944,2754
1512,690348396616552449,544,1572
1513,690248561355657216,434,1747
1514,690021994562220032,1095,2903
1515,690015576308211712,782,2614
1516,690005060500217858,1784,3819
1517,689999384604450816,395,1487
1518,689993469801164801,480,1522
1519,689977555533848577,471,1425
1520,689905486972461056,731,2526
1521,689877686181715968,1245,3153
1522,689835978131935233,796,2254
1523,689661964914655233,984,3334
1524,689659372465688576,4092,10778
1525,689623661272240129,678,2319
1526,689599056876867584,5849,12091
1527,689557536375177216,485,2132
1528,689517482558820352,1513,3540
1529,689289219123089408,995,2348
1530,689283819090870273,1163,3421
1531,689280876073582592,754,2075
1532,689275259254616065,260,1205
1533,689255633275777024,1142,2664
1534,689154315265683456,1058,3191
1535,689143371370250240,540,2106
1536,688916208532455424,921,2851
1537,688908934925697024,820,2202
1538,688898160958271489,835,2191
1539,688894073864884227,735,2332
1540,688828561667567616,393,1435
1541,688804835492233216,205,1005
1542,688789766343622656,699,2313
1543,688547210804498433,741,2720
1544,688519176466644993,777,2410
1545,688385280030670848,4706,9657
1546,688211956440801280,877,2323
1547,688179443353796608,619,2204
1548,688116655151435777,825,2948
1549,688064179421470721,381,1804
1550,687841446767013888,2675,5693
1551,687826841265172480,1191,2841
1552,687818504314159109,1007,2604
1553,687807801670897665,743,2498
1554,687732144991551489,697,1838
1555,687704180304273409,884,2541
1556,687664829264453632,538,2014
1557,687494652870668288,607,1985
1558,687480748861947905,254,1661
1559,687476254459715584,562,2060
1560,687460506001633280,573,2132
1561,687399393394311168,663,1967
1562,687317306314240000,9670,20912
1563,687312378585812992,2011,4537
1564,687127927494963200,2421,5678
1565,687124485711986689,532,2256
1566,687109925361856513,2609,6057
1567,687102708889812993,1044,2433
1568,687096057537363968,639,2341
1569,686947101016735744,3365,8963
1570,686760001961103360,1459,3664
1571,686749460672679938,1544,3616
1572,686730991906516992,1269,4319
1573,686683045143953408,850,2923
1574,686618349602762752,1443,3838
1575,686606069955735556,576,1975
1576,686394059078897668,717,1810
1577,686386521809772549,929,3388
1578,686377065986265092,595,2304
1579,686358356425093120,717,2287
1580,686286779679375361,1762,4159
1581,686050296934563840,769,2294
1582,686035780142297088,129,1204
1583,686034024800862208,1233,3239
1584,686007916130873345,448,2585
1585,686003207160610816,675,1898
1586,685973236358713344,555,2199
1587,685943807276412928,635,1691
1588,685906723014619143,3086,7826
1589,685681090388975616,134,2120
1590,685667379192414208,603,2441
1591,685663452032069632,1549,3389
1592,685641971164143616,828,3054
1593,685547936038666240,16619,34307
1594,685532292383666176,1223,3163
1595,685325112850124800,4218,9870
1596,685321586178670592,680,2757
1597,685315239903100929,1146,3482
1598,685307451701334016,465,2152
1599,685268753634967552,1273,3223
1600,685198997565345792,704,2431
1601,685169283572338688,1505,4263
1602,684969860808454144,399,2462
1603,684959798585110529,3319,7084
1604,684940049151070208,1104,3352
1605,684926975086034944,493,3639
1606,684914660081053696,1552,3657
1607,684902183876321280,562,1956
1608,684880619965411328,868,2185
1609,684830982659280897,22865,36434
1610,684800227459624960,1057,2829
1611,684594889858887680,3739,9285
1612,684588130326986752,1489,4277
1613,684567543613382656,1299,3135
1614,684538444857667585,1008,2749
1615,684481074559381504,1237,4041
1616,684460069371654144,589,2065
1617,684241637099323392,3511,8486
1618,684225744407494656,226,1287
1619,684222868335505415,1458,3986
1620,684200372118904832,1089,2251
1621,684195085588783105,550,1993
1622,684188786104872960,1245,3622
1623,684177701129875456,711,2101
1624,684147889187209216,1581,3099
1625,684122891630342144,500,2077
1626,684097758874210310,1523,4272
1627,683857920510050305,1183,3961
1628,683852578183077888,371,2011
1629,683849932751646720,1037,2725
1630,683834909291606017,1174,2729
1631,683828599284170753,1121,2916
1632,683773439333797890,1436,3484
1633,683742671509258241,3519,6765
1634,683515932363329536,3091,7653
1635,683498322573824003,1022,3298
1636,683481228088049664,1055,2747
1637,683462770029932544,710,2522
1638,683449695444799489,1705,4060
1639,683391852557561860,2521,7929
1640,683357973142474752,995,3053
1641,683142553609318400,1104,3005
1642,683111407806746624,962,3528
1643,683098815881154561,700,2255
1644,683078886620553216,597,2065
1645,683030066213818368,772,2234
1646,682962037429899265,17669,38444
1647,682808988178739200,191,1847
1648,682788441537560576,1184,2569
1649,682750546109968385,463,1586
1650,682697186228989953,380,1370
1651,682662431982772225,1147,3170
1652,682638830361513985,641,2140
1653,682429480204398592,1238,3575
1654,682406705142087680,1867,7895
1655,682393905736888321,726,2329
1656,682389078323662849,495,1733
1657,682303737705140231,1062,3198
1658,682259524040966145,1284,4335
1659,682242692827447297,1251,3395
1660,682088079302213632,10465,18994
1661,682059653698686977,1789,5153
1662,682047327939461121,1022,3336
1663,682032003584274432,2132,6843
1664,682003177596559360,1626,3281
1665,681981167097122816,1093,2908
1666,681891461017812993,871,2564
1667,681694085539872773,4297,13287
1668,681679526984871937,475,1839
1669,681654059175129088,983,2737
1670,681610798867845120,503,1990
1671,681579835668455424,1376,3692
1672,681523177663676416,6150,14897
1673,681340665377193984,295,1704
1674,681339448655802368,4305,9669
1675,681320187870711809,796,2758
1676,681302363064414209,1936,4100
1677,681297372102656000,1017,3335
1678,681281657291280384,1168,3343
1679,681261549936340994,290,1516
1680,681242418453299201,571,1559
1681,681231109724700672,513,2497
1682,681193455364796417,1571,3859
1683,680970795137544192,709,2523
1684,680959110691590145,2119,4736
1685,680940246314430465,1120,3348
1686,680934982542561280,466,2159
1687,680913438424612864,655,2492
1688,680889648562991104,385,1835
1689,680836378243002368,1407,3596
1690,680805554198020098,701,2243
1691,680801747103793152,873,2460
1692,680798457301471234,1104,2972
1693,680609293079592961,754,2740
1694,680583894916304897,1427,3767
1695,680497766108381184,2016,4396
1696,680494726643068929,510,1785
1697,680473011644985345,790,2649
1698,680440374763077632,535,1513
1699,680221482581123072,306,1517
1700,680206703334408192,1250,2949
1701,680191257256136705,532,2231
1702,680176173301628928,1659,4052
1703,680161097740095489,779,2410
1704,680145970311643136,1849,3754
1705,680130881361686529,1004,2368
1706,680115823365742593,958,2811
1707,680100725817409536,1445,3707
1708,680085611152338944,9468,13273
1709,680070545539371008,929,2679
1710,679877062409191424,684,2051
1711,679872969355714560,700,2262
1712,679862121895714818,656,2551
1713,679854723806179328,1304,2969
1714,679844490799091713,806,2459
1715,679828447187857408,14861,37605
1716,679777920601223168,1177,3201
1717,679736210798047232,839,2170
1718,679729593985699840,868,2248
1719,679722016581222400,495,1720
1720,679530280114372609,2196,4945
1721,679527802031484928,763,2744
1722,679511351870550016,1342,3502
1723,679503373272485890,1557,3254
1724,679475951516934144,673,2166
1725,679462823135686656,19909,32885
1726,679405845277462528,1269,2463
1727,679158373988876288,8561,22204
1728,679148763231985668,1090,2874
1729,679132435750195208,1225,3077
1730,679111216690831360,2702,6174
1731,679062614270468097,8676,17652
1732,679047485189439488,715,2329
1733,679001094530465792,1305,2927
1734,678991772295516161,1244,2406
1735,678969228704284672,487,1699
1736,678800283649069056,953,2666
1737,678798276842360832,1253,3595
1738,678774928607469569,968,2895
1739,678767140346941444,1441,3658
1740,678764513869611008,503,1694
1741,678755239630127104,3491,7391
1742,678740035362037760,1791,3890
1743,678708137298427904,2551,5759
1744,678675843183484930,1561,2973
1745,678643457146150913,446,2118
1746,678446151570427904,1651,4132
1747,678424312106393600,2677,5592
1748,678410210315247616,1923,4378
1749,678399652199309312,33460,81756
1750,678396796259975168,443,1644
1751,678389028614488064,441,1933
1752,678380236862578688,960,2524
1753,678341075375947776,566,1787
1754,678334497360859136,273,1345
1755,678278586130948096,6399,11832
1756,678255464182861824,393,1637
1757,678023323247357953,405,1991
1758,678021115718029313,6721,14180
1759,677961670166224897,1773,3531
1760,677918531514703872,432,1398
1761,677895101218201600,2220,4987
1762,677716515794329600,1015,3157
1763,677700003327029250,1524,3500
1764,677698403548192770,336,1266
1765,677687604918272002,892,2556
1766,677673981332312066,1574,3447
1767,677662372920729601,1024,2011
1768,677644091929329666,837,1921
1769,677573743309385728,761,2209
1770,677565715327688705,481,1332
1771,677557565589463040,1222,2511
1772,677547928504967168,3827,7142
1773,677530072887205888,238,1108
1774,677335745548390400,1875,3132
1775,677334615166730240,307,1394
1776,677331501395156992,246,1129
1777,677328882937298944,1574,3738
1778,677314812125323265,560,1689
1779,677301033169788928,430,1280
1780,677269281705472000,742,2053
1781,677228873407442944,1718,3644
1782,677187300187611136,970,2810
1783,676975532580409345,1124,2863
1784,676957860086095872,847,2276
1785,676949632774234114,419,1346
1786,676948236477857792,912,2236
1787,676946864479084545,394,1760
1788,676942428000112642,794,2132
1789,676936541936185344,5133,13067
1790,676916996760600576,1880,3054
1791,676897532954456065,756,2319
1792,676864501615042560,741,2157
1793,676821958043033607,16326,23704
1794,676819651066732545,695,1855
1795,676811746707918848,443,1453
1796,676776431406465024,2099,5143
1797,676617503762681856,1028,2977
1798,676613908052996102,205,1113
1799,676606785097199616,458,1929
1800,676603393314578432,402,1195
1801,676593408224403456,2256,4694
1802,676590572941893632,132,937
1803,676588346097852417,833,2386
1804,676582956622721024,291,1235
1805,676575501977128964,1168,2656
1806,676533798876651520,583,1926
1807,676496375194980353,558,1555
1808,676470639084101634,4873,11889
1809,676440007570247681,693,1761
1810,676430933382295552,360,1429
1811,676263575653122048,575,2130
1812,676237365392908289,306,1257
1813,676219687039057920,32408,77391
1814,676215927814406144,608,1785
1815,676191832485810177,1077,2333
1816,676146341966438401,691,1967
1817,676121918416756736,1207,2207
1818,676101918813499392,1211,2887
1819,676098748976615425,1499,3077
1820,676089483918516224,450,1347
1821,675898130735476737,596,1665
1822,675891555769696257,902,2179
1823,675888385639251968,1002,2430
1824,675878199931371520,1455,4266
1825,675870721063669760,598,1674
1826,675853064436391936,1351,2744
1827,675849018447167488,154,961
1828,675845657354215424,922,2331
1829,675822767435051008,557,1558
1830,675820929667219457,240,1073
1831,675798442703122432,3516,10469
1832,675781562965868544,492,1662
1833,675740360753160193,360,1195
1834,675710890956750848,853,1933
1835,675707330206547968,725,2023
1836,675706639471788032,102,656
1837,675534494439489536,434,1860
1838,675531475945709568,401,1208
1839,675522403582218240,296,1064
1840,675517828909424640,475,1326
1841,675501075957489664,6029,17479
1842,675497103322386432,1349,3198
1843,675489971617296384,622,1332
1844,675483430902214656,1010,1879
1845,675432746517426176,591,1558
1846,675372240448454658,528,1725
1847,675362609739206656,236,1067
1848,675354435921575936,17846,33437
1849,675349384339542016,2337,3987
1850,675334060156301312,1343,2832
1851,675166823650848770,1669,3683
